한자,음,훈음(인명),이독음/기타,총획,유니코드
空,공,공 : 하늘(공) 빌(공),,8,U+7A7A
箜,공,공 : 공후(공),,14,U+7B9C
羾,공,공 : 날아올(공),홍,9,U+7FBE
蚣,공,공 : 지네(공),송,10,U+86A3
蛩,공,공 : 메뚜기(공),,12,U+86E9
蛬,공,공 : 귀뚜라미(공),,12,U+86EC
貢,공,공 : 공물(공) 바칠(공) 천거할(공),공 : 공물(공) 바칠 (공) 천거할(공),10,U+8CA2
贛,공,공 : 줄(공) 고을이름(감),,24,U+8D1B
跫,공,공 : 발자국소리(공),강,13,U+8DEB
釭,공,공 : 등잔(공),"강,정,홍 : 등잔(강)",11,U+91ED
鞏,공,공 : 곧을(공),,15,U+978F
龔,공,공: 이바지할(공) 공손할(공),,22,U+9F94
珙,"공,홍",공 : 옥(공),홍: 구슬(홍) 옥이름(홍),10,U+73D9
串,"곶,관","곶,관 : 곶(곶)( 한국음) 꿸(관)","곤,곳,천 : 곶(곶)(한국음)   꿰미(천)   꿸(천/관)",7,U+4E32
侉,과,과 : 거칠(과),,8,U+4F89
堝,과,과 : 도가니(과),,12,U+581D
夥,과,과 : 많을(과),"해,화",14,U+5925
夸,과,과 : 풍칠(과),"은,이",6,U+5938
姱,과,과 : 아름다울(과),,9,U+59F1
寡,과,과 : 적을(과),,14,U+5BE1
戈,과,과 : 창(과),재,4,U+6208
撾,과,과 : 칠(과),,16,U+64BE
敤,과,과 : 다스릴(과),,12,U+6564
果,과,과 : 열매(과),미,8,U+679C
猓,과,과 : 긴꼬리원숭이(과),,11,U+7313
瓜,과,과 : 참외(과),,5,U+74DC
科,과,과 : 조목(과),두,9,U+79D1
稞,과,과 : 쌀보리(과),"나,라",13,U+7A1E
窠,과,과 : 보금자리(과),,13,U+7AA0
菓,과,과 : 실과(과) 과자(과)( 果의 이체자),과 : 실과(과) 과자 (과)(果의 이체 자),14,U+83D3
蝌,과,과 : 올챙이(과),,15,U+874C
裹,과,과 : 쌀(과),,14,U+88F9
誇,과,과 : 자랑할(과),,13,U+8A87
課,과,과 : 시험할(과) 매길(과) 차례(과),과 : 시험할(과) 매 길(과) 차례(과),15,U+8AB2
跨,과,과 : 넘을(과),과 : 넘을(과) 걸터 앉을(고),13,U+8DE8
踝,과,과 : 복사뼈(과),,15,U+8E1D
過,과,과 : 넘을(과) 지날(과),과 : 넘을(과) 지날 (과),13,U+904E
銙,과,과 : 떠치장(과),,14,U+9299
鍋,과,과 : 남비(과) 기름통(과),와,17,U+934B
顆,과,과 : 알(과) 흙덩이(과),과 : 알(과) 흙덩이 (과),17,U+9846
騍,과,과 : 암말(과),,18,U+9A0D
򠄣,과,과,,14,U+A0123
椁,곽,곽 : 곽(곽)  외관(곽),"순,형",12,U+6901
槨,곽,곽 : 곽(곽) 외관(곽),,15,U+69E8
癨,곽,곽 : 호열자(곽),,21,U+7668
藿,곽,곽 : 콩잎(곽) 풀이름(곽),곽 : 콩잎(곽) 풀이 름(곽),22,U+85FF
郭,곽,곽 : 성곽(곽),,11,U+90ED
钁,곽,곽 : 괭이(곽),확,28,U+9481
霍,곽,곽 : 빠를(곽),,16,U+970D
鞹,곽,곽 : 가죽(곽),,20,U+97B9
򠄤,곽,곽,,22,U+A0124
廓,"곽,확","곽,확 : 넓을(곽/확)",,14,U+5ED3
丱,관,관 : 총각(관),,5,U+4E31
倌,관,관 : 낮은벼슬아치(관),,10,U+500C
冠,관,관 : 갓(관),,9,U+51A0
官,관,관 : 벼슬(관),,8,U+5B98
寛,관,관 : 寬(너그러울(관))의 俗字,,13,U+5BDB
寬,관,관 : 너그러울(관),,15,U+5BEC
慣,관,관 : 익숙할(관),,14,U+6163
棺,관,관 : 널(관),,12,U+68FA
款,관,관 : 정성(관),,12,U+6B3E
涫,관,관: 물이 끓을(관),,11,U+6DAB
灌,관,관 : 물댈(관),권,21,U+704C
爟,관,관 : 봉화(관),"구,권,환",22,U+721F
琯,관,관 : 피리(관),,12,U+742F
瓘,관,관 : 옥(관),권,22,U+74D8
盥,관,관 : 대야(관),,16,U+76E5
祼,관,관 : 강신제지낼(관),과,13,U+797C
窾,관,관 : 빌(관),,17,U+7ABE
筦,관,관 : 쌍피리(관)  주관할(관),완,13,U+7B66
管,관,관 : 관(관) 붓대(관),,14,U+7BA1
綰,관,관 : 얽을(관) 꿸(관),,14,U+7DB0
罐,관,관 : 두레박(관),,24,U+7F50
舘,관,관 : 객사(관) 집(관) 관부(관),,16,U+8218
菅,관,관 : 사초(관) 거적(관),관 : 사초(간/관)  거적(간/관),14,U+83C5
觀,관,관 : 볼(관) 관점(관) 모양(관) 보일(관),관 : 볼(관) 관점(관) 모양(관) 보 일(관),25,U+89C0
貫,관,관 : 꿰뚫을(관) 명적(관),관 : 꿰뚫을(관) 명 적(관),11,U+8CAB
輨,관,관: 바퀴통쇠(관),,15,U+8F28
錧,관,관 : 바퀴통쇠(관),,16,U+9327
鑵,관,관 : 두레박(관),,26,U+9475
關,관,관 : 문빗장(관),,19,U+95DC
雚,관,관 : 풀이름(관),"권,환",18,U+96DA
顴,관,관 : 광대뼈(관),권,27,U+9874
館,관,관 : 객사(관) 공공건물(관),관 : 객사(관) 공공 건물(관),17,U+9928
髖,관,관 : 허리뼈(관),,25,U+9AD6
鱹,관,관,권,29,U+9C79
鸛,관,관 : 황새(관),,29,U+9E1B
򠀁,관,관,,14,U+A0001
򠄥,관,관,,25,U+A0125
򠄦,관,관,,22,U+A0126
򠄧,관,관,,23,U+A0127
򠄨,관,관,,24,U+A0128
򠄩,관,관,,14,U+A0129
򠉪,관,관,,23,U+A026A
梡,"관,완","관,완 : 도마(관/완)","원,환",11,U+68A1
佸,괄,괄 : 힘쓸(괄),활 : 이르를(활),8,U+4F78
刮,괄,괄 : 깍을(괄),,8,U+522E
恝,괄,괄 : 근심없을(괄),"개,계 : 근심없을(개/괄/갈)",10,U+605D
括,괄,괄 : 묶을(괄),활,9,U+62EC
栝,괄,괄 : 전나무(괄),첨,10,U+681D
筈,괄,괄 : 오늬(괄),,12,U+7B48
聒,괄,괄 : 시끄러울(괄),,12,U+8052
适,괄,괄 : 빠를(괄),,10,U+9002
髺,괄,괄 : 터럭묶을(괄),,16,U+9AFA
鴰,괄,괄 : 재두루미(괄),,17,U+9D30
侊,광,광 : 성찬(광),,8,U+4F8A
僙,광,광 : 위험스러울(광),,14,U+50D9
光,광,광 : 빛(광),,6,U+5149
匡,광,광 : 바로잡을(광) 도울(광),광 : 바로잡을(광)  도울(광),6,U+5321
垙,광,광 : 길거리(광),가,9,U+5799
壙,광,광 : 뫼구덩이(광),확,18,U+58D9
姯,광,광 : 환할(광),"미,형",9,U+59EF
広,광,광 : 廣(넓을(광))의 略字,광 : 廣(넓을(광)) 의 略字,5,U+5E83
廣,광,광 : 넓을(광),,15,U+5EE3
恇,광,광 : 겁낼(광),,9,U+6047
懬,광,광 : 뜻못이룰(광),,19,U+61EC
撗,광,광 : 채울(광) 가득할(광),,15,U+6497
曠,광,광 : 넓을(광) 헛되이지낼(광),광 : 넓을(광) 헛되 이지낼(광),19,U+66E0
桄,광,광 : 광랑나무(광),항,10,U+6844
框,광,광 : 문얼굴(광),,10,U+6846
洭,광,광 : 땅이름(광),,9,U+6D2D
洸,광,광 : 깊을(광),황 : 깊을(황/광),9,U+6D38
炚,광,광 : 햇빛뜨거울(광),"경,영,형,화",8,U+709A
炛,광,광,화,8,U+709B
爌,광,광 : 불빛환할(광),황 : 불빛환할(황),19,U+720C
狂,광,광 : 미칠(광),,7,U+72C2
獷,광,광 : 모질(광),,18,U+7377
珖,광,광 : 옥피리(광) 사람이름(광),광 : 옥피리(광) 사 람이름(광),10,U+73D6
硄,광,광 : 돌빛윤택할(광),석 ,11,U+7844
磺,광,광 : 쇠돌(광),황 : 유황(황),17,U+78FA
礦,광,광 : 쇠돌(광),,20,U+7926
筐,광,광 : 광주리(광),,12,U+7B50
絖,광,광 : 솜(광),,12,U+7D56
纊,광,광 : 고운솜(광),,21,U+7E8A
胱,광,광 : 오줌통(광),,10,U+80F1
茪,광,광 : 초결명(광),,12,U+832A
誆,광,광 : 속일(광),,13,U+8A86
誑,광,광 : 속일(광),,14,U+8A91
銧,광,광 : 라듐(광),,14,U+92A7
鑛,광,광 : 쇠돌(광),,23,U+945B
卦,괘,괘 : 점괘(괘),,8,U+5366
咼,괘,괘 : 입비뚤어질(괘),와 : 입비뚤어질(와),9,U+54BC
挂,괘,괘 : 걸(괘)  나눌(괘),"계,규",9,U+6302
掛,괘,괘 : 걸(괘),,11,U+639B
絓,괘,괘 : 걸릴(괘),,12,U+7D53
罣,괘,괘 : 거리낄(괘),,11,U+7F63
罫,괘,괘 : 줄(괘),홰,13,U+7F6B
詿,괘,괘 : 그릇할(괘) 속일(괘),,13,U+8A7F
乖,괴,괴 : 어그러질(괴),,8,U+4E56
傀,괴,괴 : 허수아비(괴),,12,U+5080
塊,괴,괴 : 덩이(괴),,13,U+584A
壞,괴,괴 : 무너뜨릴(괴),"양,회",19,U+58DE
媿,괴,괴 : 부끄러워할(괴),,13,U+5ABF
廥,괴,괴 : 여물광(괴),,16,U+5EE5
怪,괴,괴 : 의심할(괴),,8,U+602A
愧,괴,괴 : 부끄러워(괴),,13,U+6127
拐,괴,괴 : 속일(괴),,8,U+62D0
槐,괴,괴 : 홰나무(괴),"계,귀,기,홰,회",14,U+69D0
瑰,괴,괴 : 옥돌(괴) 보배(괴),"궤,귀",14,U+7470
璝,괴,괴 : 옥돌(괴) 보배(괴),"귀,규,기",16,U+749D
蒯,괴,괴 : 기름사초(괴),교,16,U+84AF
襘,괴,괴 : 옷고름(괴) 띠맬(괴),,19,U+8958
魁,괴,괴 : 우두머리(괴) 별이름(괴),규,14,U+9B41
馘,괵,괵 : 머리벨(괵),,17,U+9998
咣,굉,굉 : 문닫는소리(굉),광 : 문닫는소리(광),9,U+54A3
宏,굉,굉 : 클(굉) 넓을(굉),"경,광,괭,홍,횡",7,U+5B8F
浤,굉,굉 : 바닷물용솟음칠(굉),,10,U+6D64
紘,굉,굉 : 끈(굉),"광,현 : 끈(굉/횡)",10,U+7D18
肱,굉,굉 : 팔뚝(굉),,8,U+80B1
觥,굉,굉 : 뿔잔(굉),광,13,U+89E5
訇,굉,굉 : 큰소리(굉),,9,U+8A07
轟,굉,굉 : 우렛소리(굉),,21,U+8F5F
閎,굉,굉 : 이문(굉) 휑할(굉) 클(굉),,12,U+958E
鍠,"굉,황","굉,황 : 병기(굉/황) 종소리(굉/황)","광,산,횡",17,U+9360
交,교,교 : 사귈(교) 서로(교),교 : 사귈(교) 서로 (교),6,U+4EA4
佼,교,교 : 예쁠(교),효,8,U+4F7C
僑,교,교 : 우거할(교),,14,U+50D1
咬,교,교 : 씹을(교),요,9,U+54AC
喬,교,교 : 높을(교),,12,U+55AC
嘄,교,교 : 부르짖을(교),규 : 부르짖을(규),14,U+5604
嘐,교,교 : 닭자쳐울(교),효 : 큰체할(효),14,U+5610
噭,교,교 : 부르짖을(교)  엉엉울(교),,16,U+566D
嚙,교,교 : 깨물(교),요,18,U+5699
姣,교,교 : 아름다울(교),,9,U+59E3
嬌,교,교 : 아리따울(교),,15,U+5B0C
嬓,교,교 : 사람이름(교),미,16,U+5B13
嵺,교,교 : 산불끈솟을(교),료 : 산불끈솟을(료),14,U+5D7A
嶠,교,교 : 뾰족하고높을(교) 산길(교),,15,U+5DA0
巧,교,교 : 재주(교) 공교할(교),교 : 재주(교) 공교 할(교),5,U+5DE7
憍,교,교 : 자랑할(교),,15,U+618D
撟,교,교 : 손들(교),,15,U+649F
攪,교,교 : 어지러울(교) 섞을(교),교 : 어지러울(교)  섞을(교),23,U+652A
敎,교,교 : 교육(교),,11,U+654E
教,교,교 : 가르칠(교),효,11,U+6559
晈,교,교 : 닭밝을(교),민,10,U+6648
暞,교,교 : 밝을(교),,14,U+669E
曒,교,교 : 밝을(교),,17,U+66D2
校,교,교 : 학교(교),효,10,U+6821
榷,교,교 : 외나무다리(교),각 : 도거리할(각),14,U+69B7
橋,교,교 : 다리(교),효,16,U+6A4B
燆,교,교 : 불번쩍일(교) 불꽃(교),효,16,U+71C6
